achunjia,阿春家
zaifangshan,在房山
zaifangzhuang,在方庄
zaifengtai,在丰台
zaifuchengmen,在阜成门
zaifujianli,在附件里
zaifujianzhong,在附件中
zaifuxingmen,在复兴门
zaiganshang,再赶上
zaigaosunin,再告诉您
zaigemen,在哥们
zaigeinin,在给您
zaigennin,再跟您
zaigongsime,在公司么
zaigongti,在工体
zaigongwei,在工位
zaigongzhufen,在公主坟
zaigugong,在故宫
zaiguanzhuang,在管庄
zaiguanganmen,在广安门
zaiguijie,在簋街
zaiguomao,在国贸
zaiguotai,在国泰
zaihaidian,在海淀
zaihaidianqu,在海淀区
zaihepingli,在和平里
zaihouhai,在后海
zaihujialou,在呼家楼
zaihuatang,在华堂
zaihuairou,在怀柔
zaihuangcun,在黄村
zaihuibeijing,在回北京
zaihuilongguan,在回龙观
zaijiceng,在几层
zaijihaoxian,在几号线
zaijihuan,在几环
zaijishuitan,在积水潭
zaijiabangong,在家办公
zaijianeme,在家呢么
zaijianguomen,在建国门
zaijiaojin,在较劲
zaijinrongjie,在金融街
zaijinsong,在劲松
zaijinyuan,在金源
zaijing,在京
zaijingcheng,在京城
zaijingdong,在京东
zaijingdongshang,在京东上
zaijiugong,在旧宫
zaijiuxianqiao,在酒仙桥
zaijuzu,在剧组
zaiku,仔裤
zailaibeijing,再来北京
zailishuiqiao,在立水桥
zailiyuan,在梨园
zailianjia,在链家
zailianxinin,再联系您
zailiangxiang,在良乡
zailiujiayao,在刘家窑
zailiuliqiao,在六里桥
zailoufang,在楼房
zaimadian,在马甸
zaimaqiao,在马桥
zaimena,在么那
zaimentougou,在门头沟
zaimiyun,在密云
zaimudanyuan,在牡丹园
zaimuxiyuan,在木樨园
zainankou,在南口
zainanluoguxiang,在南锣鼓巷
zainebu,在呢不
zainema,在呢吗
zaininjia,在您家
zaininna,在您那
zaininzhe,在您这
zainiujie,在牛街
zaipanjiayuan,在潘家园
zaipin,再贫
zaipinggu,在平谷
zaipingguoyuan,在苹果园
zaiqianmen,在前门
zaiqinghe,在清河
zaiqinghua,在清华
zairenda,在人大
zairenhangtian,载人航天
zairongzi,再融资
zaisanceng,在三层
zaisanlitun,在三里屯
zaisanyuanqiao,在三元桥
zaishahe,在沙河
zaishangdi,在上地
zaishengshui,再生水
zaishi,在施
zaishijingshan,在石景山
zaishilihe,在十里河
zaishuangjing,在双井
zaishuangqiao,在双桥
zaishunyi,在顺义
zaishunyine,在顺义呢
zaisiceng,在四层
zaisihuan,在四环
zaisihui,在四惠
zaitiananmen,在天安门
zaitiantan,在天坛
zaitiantongyuan,在天通苑
zaitongxian,在通县
zaitongzhou,在通州
zaitongzhoune,在通州呢
zaituanjiehu,在团结湖
zaiwangfujing,在王府井
zaiweigongcun,在魏公村
zaiwennin,再问您
zaiwobianshangne,在我边上呢
zaiwogemen,在我哥们
zaiwomenwu,在我们屋
zaiwudaokou,在五道口
zaiwuhuan,在五环
zaiwukesong,在五棵松
zaiwumei,在物美
zaixicheng,在西城
zaixidan,在西单
zaixierqi,在西二旗
zaixihongmen,在西红门
zaixisanqi,在西三旗
zaixizhimen,在西直门
zaixiangshan,在香山
zaixiehe,在协和
zaixinshijie,在新世界
zaixuanwumen,在宣武门
zaiyayuncun,在亚运村
zaiyanjiao,在燕郊
zaiyanqing,在延庆
zaiyanshan,在燕山
zaiyangshi,在央视
zaiyiceng,在一层
zaiyihaoxian,在一号线
zaiyiheyuan,在颐和园
zaiyizhuang,在亦庄
zaiyonghegong,在雍和宫
zaiyuquanlu,在玉泉路
zaizhaonin,再找您
zaizhiboshi,在职博士
zaizhichunlu,在知春路
zaizhiyan,在职研
zaizhizhengming,在职证明
zaizhongguancun,在中关村
zaizhuozhou,在涿州
zaizuowei,在座位
zanbeijing,咱北京
zanbuzhiyu,咱不至于
zanhuitou,咱回头
zanjiache,咱家车
zanjianabian,咱家那边
zanjiazhebian,咱家这边
zanjiner,咱今儿
zanliadeshier,咱俩的事儿
zanliazhebian,咱俩这边
zanme,暂么
zanmenbumen,咱们部门
zanmenchi,咱们吃
zanmenchishenme,咱们吃什么
zanmenchu,咱们出
zanmencong,咱们从
zanmendanwei,咱们单位
zanmende,咱们得
zanmendian,咱们店
zanmending,咱们定
zanmenfu,咱们服
zanmenfujin,咱们附近
zanmengen,咱们跟
zanmengongsi,咱们公司
zanmengongside,咱们公司的
zanmenguoqu,咱们过去
zanmenhaidei,咱们还得
zanmenjidian,咱们几点
zanmenke,咱们科
zanmenkeyi,咱们可以
zanmenkeyiqu,咱们可以去
zanmennage,咱们那个
zanmennatian,咱们哪天
zanmennianji,咱们年级
zanmenqunaer,咱们去哪儿
zanmensa,咱们仨
zanmenshijian,咱们时间
zanmensuo,咱们所
zanmenwu,咱们屋
zanmenxiazhou,咱们下周
zanmenxianqu,咱们先去
zanmenyaoqu,咱们要去
zanmenyue,咱们约
zanmenzaiding,咱们再定
zanmenzhaoge,咱们找个
zanmenzhebian,咱们这边
zanmenzheci,咱们这次
zanmenzheizhou,咱们这周
zanmenzhijie,咱们直接
zanmenzhineng,咱们只能
zanmenzhiqian,咱们之前
zanmenzhouliu,咱们周六
zanmenzhoumo,咱们周末
zanmenzhouri,咱们周日
zanmenzhouwu,咱们周五
zanmenzu,咱们组
zanminger,咱明儿
zannianji,咱年级
zantingyici,暂停一次
zanxiahui,咱下回
zanxiazhou,咱下周
zanyue,咱约
zanzhoumo,咱周末
zanzhouri,咱周日
zangbi,脏逼
zangchuan,脏串
zanglebaji,脏了吧唧
zangxinlanfei,脏心烂肺
zangxinyan,脏心眼
zangxinyanzi,脏心眼子
zangyiyuan,藏医院
zangzhene,脏着呢
zaochuneryue,早春二月
zaodianerhuijia,早点儿回家
zaodianerqu,早点儿去
zaodiantan,早点摊
zaogai,糟改
zaogao,枣糕
zaogaofeng,早高峰
zaojile,早急了
zaojiacun,造甲村
zaojiajie,造甲街
zaojiuwanliu,早九晚六
zaojun,皂君
zaojundongli,皂君东里
zaojunmiao,皂君庙
zaoledianer,早了点儿
zaoliaoa,早聊啊
zaolinqianjie,枣林前街
zaonianjian,早年间
zaotashi,早踏实
zaotaiyu,灶台鱼
zaowanbao,早晚报
zaowandeshier,早晚的事儿
zaowangaofeng,早晚高峰
zaowanshier,早完事儿
zaoxinshi,糟心事
zaoying,枣营
zaoyingbeili,枣营北里
zaoyuan,枣园
zaoyuanxiaoqu,枣园小区
zaozoubuliao,早走不了
zebian,责编
zerenpan,责任盘
zeibuzoukong,贼不走空
zeicaode,贼操的
zeichirou,贼吃肉
zenbanya,怎办呀
zenmedaizhe,怎么呆着
zenmedoucheng,怎么都成
zenmegeinin,怎么给您
zenmehuishiera,怎么回事儿啊
zenmetama,怎么他妈
zenmete,怎么特
zenmeyedaole,怎么也到了
zenmezhe,怎么着
zenmezhao,怎么招
zenmezhaoba,怎么着吧
zenmezhea,怎么着啊
zenmezhele,怎么着了
zenmezheya,怎么着呀
zenmezheyedei,怎么着也得
zenmezhe,怎么着
zengchanlu,增产路
zengguanglu,增光路
zengjiabiao,增加表
zengke,赠课
zengshui,憎水
zengzhipiao,增值票
zhaduier,扎堆儿
zhagao,炸糕
zhaguanchang,炸灌肠
zhahuashengmi,炸花生米
zhajiangmianle,炸酱面了
zhajiaozi,炸饺子
zhamantoupian,炸馒头片
zhatu,渣土
zhaxiang,闸箱
zhaying,扎营
zhayoubing,炸油饼
zhazhenjiu,扎针灸
zhaichu,摘出
zhaichulai,摘出来
zhaiduole,债多了
zhaiduolebuchou,债多了不愁
zhaiquanshichang,债券市场
zhaitang,斋堂
zhaixiaochuan,翟小川
zhanbianer,沾边儿
zhanchen,展陈
zhanchunyuan,展春园
zhandi,站地
zhandier,占地儿
zhandianpisa,站点披萨
zhanduan,站段
zhanfang,毡房
zhangedi,占个地
zhanjuanzi,粘卷子
zhanlangongsi,展览公司
zhanlanguanlu,展览馆路
zhanlanlu,展览路
zhanlanshi,展览示
zhanluebu,战略部
zhanpianyimeigou,占便宜没够
zhanqu,站区
zhanshang,展商
zhanshangle,占上了
zhantuan,展团
zhanweitu,展位图
zhanxiang,展项
zhanying,展映
zhanyuan,展员
zhanzi,展子
zhangchaya,樟茶鸭
zhangchengdong,张呈栋
zhangdage,长大个
zhangdamin,张大民
zhangdianer,涨点儿
zhangfang,张坊
zhangfangzhen,张坊镇
zhangganzi,丈杆子
zhanggezhuang,张各庄
zhangguozhuang,张郭庄
zhanghu,张虎
zhanghuacun,彰化村
zhanghualu,彰化路
zhanghuananlu,彰化南路
zhangjiafen,张家坟
zhangjialukou,张家路口
zhangjiawan,张家湾
zhangjiawanzhen,张家湾镇
zhangjing,张京
zhanglangwu,蟑螂屋
zhanglihong,张立红
zhanglihua,张立华
zhangmo,张墨
zhangqian,涨钱
zhangqianle,涨钱了
zhangqu,掌趣
zhangran,张然
zhangrui,张蕊
zhangshanying,张山营
zhangshuan,胀栓
zhangsipeng,张思鹏
zhangxizhe,张稀哲
zhangxizhuang,张喜庄
zhangxin,涨薪
zhangxinzhuang,张辛庄
zhangxiuqing,张秀清
zhangxuewen,长学问
zhangyanchun,张艳春
zhangyanjun,张艳军
zhangyiba,仗义吧
zhangyicun,张仪村
zhangyile,仗义了
zhangyiyuan,张一元
zhangyonghai,张永海
zhangyuan,帐员
zhangzhang,张璋
zhangzheng,张峥
zhangziying,长子营
zhangziyingzhen,长子营镇
zhangzizhong,张自忠
zhangzizhonglu,张自忠路
zhangzuijiulai,张嘴就来
zhaoang,赵昂
zhaobeijing,找北京
zhaobu,找补
zhaobushanglai,招不上来
zhaocai,招采
zhaocha,找茶
zhaochaer,找茬儿
zhaodaifu,赵大夫
zhaodaijia,找代驾
zhaodengyu,赵登禹
zhaodengyulu,赵登禹路
zhaodi,找地
zhaodier,找地儿
zhaoditie,找地铁
zhaofan,招烦
zhaofanle,招烦了
zhaofangne,找房呢
zhaofengjiayuan,兆丰家园
zhaofengyuan,兆丰园
zhaogedier,找个地儿
zhaogemen,找哥们
zhaogemian,照个面
zhaogepianzi,照个片子
zhaogongkou,赵公口
zhaogongkouqiao,赵公口桥
zhaogushu,招股书
zhaogushuomingshu,招股说明书
zhaohaodi,找好地
zhaohouzhang,找后账
zhaohui,照会
zhaojime,着急么
zhaojiqing,找激情
zhaojishu,找技术
zhaojiyao,着急要
zhaojiyaoma,着急要吗
zhaojia,兆佳
zhaojialou,赵家楼
zhaojiemen,找姐们
zhaojing,赵京
zhaolanyuan,照澜院
zhaolongfandian,兆龙饭店
zhaomaodigou,招猫递狗
zhaoni,招你
zhaonichifanqu,找你吃饭去
zhaonidaihui,找你待会
zhaonifan,招你烦
zhaonila,招你啦
zhaonile,招你了
zhaoninaqu,找你拿去
zhaoniwanerqu,找你玩儿去
zhaoniyitang,找你一趟
zhaonin,找您
zhaoninba,找您吧
zhaoninqu,找您去
zhaopianzi,照片子
zhaoquanying,赵全营
zhaoquanyingzhen,赵全营镇
zhaoran,赵然
zhaorentaoyan,招人讨厌
zhaosao,招骚
zhaoshangzhengquan,招商证券
zhaoshui,着水
zhaoshuile,招谁了
zhaosineba,找死呢吧
zhaotai,兆泰
zhaowei,兆维
zhaoweidasha,兆维大厦
zhaowo,招我
zhaowodaihui,找我待会
zhaowofan,招我烦
zhaowogemen,找我哥们
zhaowolaibei,找我来呗
zhaowolaide,找我来的
zhaowolaima,找我来嘛
zhaowolaime,找我来么
zhaowolaine,找我来呢
zhaowole,招我了
zhaowomenlai,找我们来
zhaowoshengqi,招我生气
zhaowowanlai,找我玩来
zhaowowanlaia,找我玩来啊
zhaowowanlaiya,找我玩来呀
zhaowoyaolai,找我要来
zhaowoyitang,找我一趟
zhaoxindian,赵辛店
zhaoxule,照虚了
zhaoya,找丫
zhaoyang,朝阳
zhaoyanga,朝阳啊
zhaoyangba,朝阳吧
zhaoyangdayue,朝阳大悦
zhaoyangdayuecheng,朝阳大悦城
zhaoyangdian,朝阳店
zhaoyangfenju,朝阳分局
zhaoyangfuyou,朝阳妇幼
zhaoyangjuchang,朝阳剧场
zhaoyangle,朝阳了
zhaoyangma,朝阳吗
zhaoyangna,朝阳哪
zhaoyangnabian,朝阳那边
zhaoyangnali,朝阳哪里
zhaoyangne,朝阳呢
zhaoyangrencai,朝阳人才
zhaoyangshebao,朝阳社保
zhaoyangtiyuguan,朝阳体育馆
zhaoyangtiyuzhongxin,朝阳体育中心
zhaoyangwuxian,朝阳无限
zhaoyangxincheng,朝阳新城
zhaoyangxuexiao,朝阳学校
zhaoyemen,找爷们
zhaoyitang,找一趟
zhaozanmen,找咱们
zhaozheng,赵峥
zhaozouba,找揍吧
zhaozoune,找揍呢
zhaozouneba,找揍呢吧
zhebangshabi,这帮傻逼
zhebangsunzi,这帮孙子
zhebeijing,这北京
zhebianer,这边儿
zhebo,这拨
zhebujiaoshi,这不叫事
zhecaoxing,这操行
zheche,着车
zhedafengtian,这大风天
zhedaguojie,这大过节
zhedanghaopai,遮挡号牌
zhedexingle,这德行了
zhedier,这地儿
zheditie,这地铁
zhedianer,这点儿
zhedianerle,这点儿了
zhedianqu,这点去
zhedoubujiaoshi,这都不叫事
zhedoubujiaoshier,这都不叫事儿
zheduaner,这段儿
zheduier,这对儿
zhefan,着烦
zhegang,这刚
zhegangjidian,这刚几点
zhegangjidiana,这刚几点啊
zhegangjitian,这刚几天
zhegedier,这个地儿
zhegemener,这哥们儿
zhegetaidoule,这个太逗了
zhehaicouhe,这还凑合
zhehaijiaoshi,这还叫事
zhehangjidian,这行几点
zhehaokanme,这好看么
zhejianshier,这件事儿
zhejiangdasha,浙江大厦
zhejiaoshi,这叫事
zhejiaoyige,这叫一个
zhejiemen,这姐们
zhejiemener,这姐们儿
zhejiner,这劲儿
zhejiuchufa,这就出发
zhejiuchulai,这就出来
zhejiuchulaile,这就出来了
zhejiuchumen,这就出门
zhejiuchumenle,这就出门了
zhejiudaojia,这就到家
zhekaopu,这靠谱
zhekehaixing,这可还行
zhekouer,这口儿
zhekuaier,这块儿
zhelishibeijing,这里是北京
zheliadi,这俩地
zhelialibai,这俩礼拜
zheliashi,这俩事
zheliaoba,这聊吧
zheluzi,这路子
zhemehuier,这么会儿
zhemezaojiuqile,这么早就起了
zhemezhangyi,这么仗义
zhemezhao,这么招
zhemezheba,这么着吧
zhemeixinhao,这没信号
zhemeizhe,这没辙
zheminger,这名儿
zheniuer,这妞儿
zhenvhaier,这女孩儿
zhepianer,这片儿
zhepodi,这破地
zherizikou,这日子口
zhesa,这仨
zhesaren,这仨人
zheshibeijing,这是北京
zheshier,这事儿
zheshierba,这事儿吧
zheshierle,这事儿了
zheshinaode,这事闹的
zheshuoba,这说吧
zhesuishu,这岁数
zhesuishule,这岁数了
zhesunzi,这孙子
zhetaidoule,这太逗了
zhetengbantian,折腾半天
zhetengyixiu,折腾一宿
zhetianer,这天儿
zhexingme,这行么
zhexueyuan,哲学院
zheyanger,这样儿
zheyangerde,这样儿的
zheyangzi,这样紫
zheyaoshini,这要是你
zheyaoshiwo,这要是我
zheyecheng,这也成
zheyemian,这页面
zheyilibai,这一礼拜
zheyoudianer,这有点儿
zheyoushenmeke,这有什么可
zhezhaoer,这招儿
zhezhongdi,这种地
zhezhongshier,这种事儿
zhezhouliuri,这周六日
zhezigongcheng,折子工程
zheizhoumeishijian,这周没时间
zhenaiting,真爱听
zhenbaoguan,珍宝馆
zhenbei,珍贝
zhenbibuliao,真比不了
zhenbucheng,真不成
zhenbuhuiliaotian,真不会聊天
zhenbujin,真不近
zhenbuxianlei,真不嫌累
zhenbuzhangyi,真不仗义
zhenbuzheyang,真不这样
zhenbuzhiyu,真不至于
zhencao,真糙
zhenchi,镇尺
zhenchibuliao,真吃不了
zhenchoule,真愁了
zhencouhe,真凑合
zhencun,真寸
zhendidao,真地道
zhenduche,真堵车
zhenduanzhengming,诊断证明
zhenfanni,真烦你
zhenfanya,真烦呀
zhenfangyuan,真房源
zhengoudade,真够大的
zhengoudou,真够逗
zhengoudoude,真够逗的
zhengouduode,真够多的
zhengouexinde,真够恶心的
zhengoufan,真够烦
zhengoufande,真够烦的
zhengoufanren,真够烦人
zhengoufanrende,真够烦人的
zhengoufeijin,真够费劲
zhengoufeijinde,真够费劲的
zhengougui,真够贵
zhengouguide,真够贵的
zhengouhende,真够狠的
zhengouhuaide,真够坏的
zhengoujin,真够劲
zhengoukeyide,真够可以的
zhengoukuaide,真够快的
zhengoulei,真够累
zhengouleide,真够累的
zhengouleng,真够冷
zhengoulengde,真够冷的
zhengouluan,真够乱
zhengouluande,真够乱的
zhengoumafan,真够麻烦
zhengoumafande,真够麻烦的
zhengoumande,真够慢的
zhengoure,真够热
zhengourede,真够热的
zhengoutaoyan,真够讨厌
zhengoutaoyande,真够讨厌的
zhengouwande,真够晚的
zhengouxinkude,真够辛苦的
zhengouyuande,真够远的
zhengouzaode,真够早的
zhenguosi,镇国寺
zhenhaixing,真还行
zhenhanchen,真寒碜
zhenheng,真横
zhenhuiliaotian,真会聊天
zhenjizei,真鸡贼
zhenjiaojin,真较劲
zhenkeyide,真可以的
zhenluoying,镇罗营
zhenmeifanong,真没法弄
zhenmeiliu,真没溜
zhenmeipu,真没谱
zhenmeishao,真没少
zhenmeixi,真没戏
zhenmeizhe,真没辙
zhenmeizhele,真没辙了
zhennaoteng,真闹腾
zhenniubai,真牛掰
zhenniubi,真牛逼
zhenniuqi,真牛气
zhenpin,真贫
zhenpinwang,珍品网
zhenqian,真欠
zhensang,真丧
zhensaoqi,真骚气
zhenshabi,真傻逼
zhenshifangyuan,真实房源
zhenshitong,真视通
zhenshizhaopian,真实照片
zhenshouciji,真受刺激
zhenshuobuhao,真说不好
zhensuanle,真算了
zhensunzi,真孙子
zhentamadao,真他妈到
zhentamadou,真他妈逗
zhentamafan,真他妈烦
zhentamafanren,真他妈烦人
zhentamafule,真他妈服了
zhentamaleng,真他妈冷
zhentamaxing,真他妈行
zhentemefan,真特么烦
zhentemekuai,真特么快
zhentingbucuode,真挺不错的
zhentingleide,真挺累的
zhenwo,震我
zhenwumiao,真武庙
zhenxiaben,真下本
zhenxie,真鞋
zhenxinxian,真新鲜
zhenyingle,真赢了
zhenyoufaner,真有范儿
zhenyuan,振远
zhenzaoxin,真糟心
zhenzhangyi,真仗义
zhenzhilu,针织路
zhenzhiyu,真至于
zhenzhuhu,珍珠湖
zhengbaiqi,正白旗
zhengcefang,政策房
zhengchangzhuang,郑常庄
zhengdianer,挣点儿
zhengdianxiaban,正点下班
zhengdingdan,征订单
zhenger,证儿
zhengfadaxue,政法大学
zhengfucaigou,政府采购
zhengfuguanlixueyuan,政府管理学院
zhengfuguanxi,政府关系
zhengfushiwu,政府事务
zhengfutiantang,征服天堂
zhengge,峥哥
zhenggezhuang,郑各庄
zhenggongfu,蒸功夫
zhenggu,正谷
zhengguiyiju,正规一居
zhenghaoer,正好儿
zhenghedao,正和岛
zhenghehao,整合好
zhengheshi,正合适
zhenghou,证候
zhenghuangqi,正黄旗
zhenghuo,正火
zhengjidangeng,蒸鸡蛋羹
zhengjianhui,证监会
zhengjingchifan,正经吃饭
zhengjingshier,正经事儿
zhenglanqi,正蓝旗
zhengnamen,正纳闷
zhengpangxie,蒸螃蟹
zhengquanbao,证券报
zhengquanribao,证券日报
zhengwenye,正文页
zhengxielitang,政协礼堂
zhengxinjiayuan,政馨家园
zhengxinyuan,政馨园
zhengyan,郑言
zhengyangmen,正阳门
zhengyangqiao,正阳桥
zhengyangqiaobei,正阳桥北
zhengyilu,正义路
zhengyiwei,正一味
zhengyuqiao,郑玉巧
zhengyuan,正院
zhengze,正则
zhengzhizhexue,政治哲学
zhengzu,整租
zhengzuomo,正琢磨
zhiban,纸版
zhibaosuo,植保所
zhibeijing,至北京
zhiben,纸本
zhibenshidai,知本时代
zhibi,智逼
zhibosheng,直博生
zhichudan,支出单
zhichuhan,直出汗
zhichupingdan,支出凭单
zhichupingzheng,支出凭证
zhichun,知春
zhichundongli,知春东里
zhichunli,知春里
zhichunlu,知春路
zhichunlule,知春路了
zhicuolu,知错路
zhidaoyuanze,指导原则
zhier,知二
zhifa,职发
zhifazhan,执法站
zhifankun,直犯困
zhifang,直访
zhifuwanle,支付完了
zhigao,纸稿
zhigei,直给
zhigong,致公
zhigongzhijia,职工之家
zhihuanle,置换了
zhihui,置灰
zhihuichengshi,智慧城市
zhihuidasha,智慧大厦
zhihuishe,智慧社
zhijian,纸件
zhijianzongju,质检总局
zhijie,职介
zhijing,置景
zhikang,智康
zhile,直乐
zhilifang,智立方
zhilihuiguan,直隶会馆
zhilianshang,智联上
zhilianzhaopin,智联招聘
zhimahua,芝麻花
zhimaowan,止锚湾
zhinengdianshi,智能电视
zhipei,直赔
zhipian,制片
zhipianchang,制片厂
zhipianfang,制片方
zhipianzhuren,制片主任
zhipiaohao,支票号
zhipiaojia,支票夹
zhiqiangbeiyuan,志强北园
zhiqiangyuan,志强园
zhiqingtongyishu,知情同意书
zhiranji,直燃机
zhishimi,芝士蜜
zhishiqingnian,芝士青年
zhishu,纸书
zhishudanwei,直属单位
zhisi,知四
zhiteng,直疼
zhitou,直投
zhiwei,置为
zhiweiyaoqiu,职位要求
zhiwu,知五
zhiwusuo,植物所
zhixin,志新
zhixinbeili,志新北里
zhixincun,志新村
zhixinlu,志新路
zhixinqiao,志新桥
zhixinqiaobei,志新桥北
zhixinqiaoxi,志新桥西
zhixingwanbi,执行完毕
zhixingzhubian,执行主编
zhixiuding,制修订
zhixue,指血
zhixueyuan,智学苑
zhiye,智业
zhiyinka,知音卡
zhiyoubeijing,只有北京
zhiyucheng,知语城
zhiyudeme,至于的么
zhiyuanbeijing,志愿北京
zhiyun,直晕
zhizhen,直真
zhizhuangfei,置装费
zhizikaorou,炙子烤肉
zhizu,直租
zhizuowu,制作物
zhongbalou,中八楼
zhongban,终版
zhongbao,重保
zhongbianban,中编办
zhongbiaofuwufei,中标服务费
zhongcanyuan,中灿苑
zhongcang,中仓
zhongcha,中茶
zhongchao,中钞
zhongchenghaihua,中诚海华
zhongchu,中础
zhongdaban,重大办
zhongdahengji,中大恒基
zhongdazhuanxiang,重大专项
zhongdianlian,中电联
zhongdianren,重点人
zhongdianshu,重点书
zhongdianxingfa,中电兴发
zhongdingdasha,中鼎大厦
zhongdinglou,钟鼎楼
zhongdongfei,中东非
zhongduwuran,重度污染
zhongduiwei,中队委
zhongfangli,中纺里
zhongfu,中复
zhongfudasha,中服大厦
zhongfudianxun,中复电讯
zhongfule,中富乐
zhongguan,中关
zhongguancun,中关村
zhongguancunba,中关村吧
zhongguancundajie,中关村大街
zhongguancunde,中关村的
zhongguancundian,中关村店
zhongguancundonglu,中关村东路
zhongguancunle,中关村了
zhongguancunnan,中关村南
zhongguancunnandajie,中关村南大街
zhongguancunne,中关村呢
zhongguancunruanjianyuan,中关村软件园
zhongguancuntushudasha,中关村图书大厦
zhongguancunxi,中关村西
zhongguancunyiyuan,中关村医院
zhongguancunzaixian,中关村在线
zhongguancunzhihang,中关村支行
